id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,indeks_kesehatan,satuan,tahun,jumlah_kasus_ims,jumlah_balita_giziburuk,jumlah_bayi_giziburuk,persentase_keluhan_kesehatan
289,32,JAWA BARAT,3271,KOTA BOGOR,82.48,POIN,2020,825.0,2915.0,,30.49
290,32,JAWA BARAT,3272,KOTA SUKABUMI,80.65,POIN,2020,53.0,1333.0,,26.54
291,32,JAWA BARAT,3273,KOTA BANDUNG,83.51,POIN,2020,2212.0,7910.0,,26.54
292,32,JAWA BARAT,3274,KOTA CIREBON,80.4,POIN,2020,313.0,2149.0,,36.45
293,32,JAWA BARAT,3275,KOTA BEKASI,84.63,POIN,2020,584.0,8228.0,,26.12
294,32,JAWA BARAT,3276,KOTA DEPOK,83.75,POIN,2020,52.0,5948.0,,24.41
295,32,JAWA BARAT,3277,KOTA CIMAHI,83.12,POIN,2020,679.0,2491.0,,23.58
296,32,JAWA BARAT,3278,KOTA TASIKMALAYA,80.23,POIN,2020,116.0,3738.0,,28.41
297,32,JAWA BARAT,3279,KOTA BANJAR,78.45,POIN,2020,0.0,1086.0,,37.72
298,32,JAWA BARAT,3201,KABUPATEN BOGOR,79.02,POIN,2021,363.0,16821.0,,67.5
299,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,78.78,POIN,2021,4.0,6099.0,,27.75
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,77.42,POIN,2021,355.0,5788.0,,32.15
301,32,JAWA BARAT,3204,KABUPATEN BANDUNG,82.65,POIN,2021,491.0,8809.0,,22.18
302,32,JAWA BARAT,3205,KABUPATEN GARUT,79.37,POIN,2021,84.0,313.0,,23.13
303,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,76.42,POIN,2021,1082.0,4572.0,,25.91
304,32,JAWA BARAT,3207,KABUPATEN CIAMIS,80.03,POIN,2021,224.0,2368.0,,25.52
305,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,82.74,POIN,2021,489.0,2461.0,,23.94
306,32,JAWA BARAT,3209,KABUPATEN CIREBON,80.28,POIN,2021,1366.0,13385.0,,30.8
307,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,77.63,POIN,2021,825.0,3705.0,,26.36
308,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,80.95,POIN,2021,155.0,2382.0,,22.41
309,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,79.75,POIN,2021,2168.0,5586.0,,31.23
310,32,JAWA BARAT,3213,KABUPATEN SUBANG,80.89,POIN,2021,1794.0,2736.0,,21.53
311,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,78.74,POIN,2021,0.0,922.0,,27.84
312,32,JAWA BARAT,3215,KABUPATEN KARAWANG,80.51,POIN,2021,22.0,2914.0,,15.12
313,32,JAWA BARAT,3216,KABUPATEN BEKASI,82.78,POIN,2021,58.0,15485.0,,38.6
314,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,80.8,POIN,2021,240.0,5210.0,,19.7
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,79.38,POIN,2021,1.0,347.0,,37.58
316,32,JAWA BARAT,3271,KOTA BOGOR,82.8,POIN,2021,844.0,2990.0,,17.79
317,32,JAWA BARAT,3272,KOTA SUKABUMI,80.89,POIN,2021,36.0,621.0,,16.06
318,32,JAWA BARAT,3273,KOTA BANDUNG,83.78,POIN,2021,2081.0,4996.0,,14.27
319,32,JAWA BARAT,3274,KOTA CIREBON,80.68,POIN,2021,126.0,2394.0,,19.29
320,32,JAWA BARAT,3275,KOTA BEKASI,84.91,POIN,2021,700.0,5662.0,,25.46
321,32,JAWA BARAT,3276,KOTA DEPOK,84.03,POIN,2021,54.0,2397.0,,15.49
322,32,JAWA BARAT,3277,KOTA CIMAHI,83.4,POIN,2021,509.0,1221.0,,16.23
323,32,JAWA BARAT,3278,KOTA TASIKMALAYA,80.52,POIN,2021,45.0,3766.0,,18.37
